,text,sentiment
3360,"RT @96Suns: @sallykohn Substantive, vigorous, revealing....it was probably just over your head. #GOPDebate",Positive
3361,"RT @RickCanton: From what I've seen so far from this top ten debate, #CarlyFiorina is winning this thing. #Carly2016 #GOPDebate #WakeUpAmer…",Positive
3362,"RT @Momfullofhope: Bingo #GOPDebate #KochBrothers 
#Puppets Wined and Dined last weekendas planned #Shameful 
#MakeAmericaGreatAgain  https…",Negative
3363,They better turn up the lights because there's an awful lot of shade being thrown on this stage. #GOPDebates #Republicandebate,Negative
3364,RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …,Negative
3365,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
3366,Two businesspeople were in the two #GOPDebates tonight. @CarlyFiorina will go up in the polls; @realDonaldTrump's numbers will dive.,Neutral
3367,RT @SupermanHotMale: I'm popeye the sailor man... #GopDebates http://t.co/4jO4UQng89,Neutral
3368,@jko417 @HindaRifka Trump starts off with every monologue with it being about him .. #liberalismsyndrome #GOPDebates,Negative
3369,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
3370,RT @Lukewearechange: where is this evidence that these hacks talk about when it comes to Syria #GOPDebates,Negative
3371,#GOPDebate Bingo! From @atavist https://t.co/hKEW4F0Kb2 http://t.co/pwaoz6kVOp,Neutral
3372,My takeaway from last night's #GOPDebate is basically this and only this. #RandPaul @ Cleveland Sucks https://t.co/i3eeMyV9XD,Negative
3373,'It’s better than any sporting event': Wisconsin Dems gather to watch Scott #Walker16 in #GOPDebate http://t.co/etaghxfs2L #wiunion #p2 #ctl,Positive
3374,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
3375,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",Positive
3376,Pretty sure @mtaibbi is directly responsible for a massive drop in workplace productivity today #GOPDebate,Negative
3377,"Last night in the #GOPDebate, someone should've asked the candidates if if any of them knew what NWA stood for. #BlackLivesMatter",Negative
3378,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
3379,"Foehammer2008: RT renomarky: ☑ never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to DWStweets 
3… http://t.co/AuhlNZa3Ww",Negative
3380,@AlyonaMink is unpacking the #GOPDebate with a really great panel right now on @HuffPostLive. I'm so enthralled...,Positive
3381,Donald Trump is a really nasty piece of work. Hope he disappears quickly. #GOPDebate,Negative
3382,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,Negative
3383,Loved the first #GOPdebate 🎉🎉🇺🇸,Positive
3384,RT @Sweetpea593: #GOPDebates they won't let #TedCruz speak!,Negative
3385,RT @DCcronin: Follow the 2016 US elections race live http://t.co/hii1aEWl0I  #GOPDebate #Zoomph #FaceOff http://t.co/Fyv6al6Q40,Neutral
3386,"Rubio: My family came from Cuba, so nobody else gets to share in that American dream from Cuba! #GOPDebates",Neutral
3387,Missed you in #Cleveland @karibowieHertel ! Great to know you were Rockin' Cbus #GOPdebate w/ Team @robportman @theribsking Dublin!,Neutral
3388,RT @bryanlvt: I want Trump to run as an independent. I want to see an army of pissed off women give him some much deserved humility #GOPDeb…,Negative
3389,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
3390,RT @RealAlexJones: '@RealAlexJones will be taking twitter questions on #GOPdebate in 3rd hr of today's show. Watch live 11am-2pm ct: http:/…,Neutral
3391,http://t.co/u7jxx1awyq via @youtube Very accurate and very much the root of our problems. And the #GOPDebate showed us just that. #Serfdom,Negative
3392,At least he was honest about it. #GOPDebate  https://t.co/7Bo2pRPmX2,Neutral
3393,#GOPDebates on Fox. Where else? The Sloth Network?,Negative
3394,"Oh, and climate change? Crickets. #GOPDebate",Negative
3395,"RT @tanvi_madan: For the umpteenth time — Iran is not an Apple product. ih-raan not iRan.
#GOPDebate",Negative
3396,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
3397,"RT @RepublicanPunk: GOP has 0 candidates who deleted 30,000 subpoenaed emails. #GOPDebate #ReadyForHillary",Negative
3398,"So, what do I think about the #GOPDebates last night?",Neutral
3399,@DonnieWahlberg #GOPDebates then #DemocraticDebates Let's hope we have a decent set of candidates to vote for once it's all over.,Neutral
3400,"RT @metzgr: .@JebBush has a distinct @LeoMcGarry-ness to him in this pic from @nytimes, so... #Winner #GOPDebate http://t.co/KoLwWwgdP1",Positive
3401,"RT @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates",Positive
3402,"RT @alison_rambles: For once @voxdotcom you're spot on about @realDonaldTrump.

#GOPDebate #FOXNEWSDEBATE 
 http://t.co/ig0r1LaSko http://t…",Negative
3403,"hey, i feel am left out in the #GOPDebate",Negative
3404,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,Neutral
3405,"RT @JulietteIsabell: @JohnGGalt That was no debate. That was shot job on Trump, manufactured by the GOP Cartel via FOX news. #GOPDebate",Negative
3406,Ask EVERYONE The Questions About Race...#GOPDebates,Negative
3407,@MissSwiss this is what was missing from the #GOPDebate,Neutral
3408,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Neutral
3409,Tell 'em Trump #GOPDebates @cspanwj,Positive
3410,RT @imfabulous13: I assume you guys didn't boo a gay soldier this time only because the opportunity didn't arise. #RSG15 #GOPDebate http://…,Negative
3411,"RT @TylerGroenendal: I wonder if fifty years from now, Republicans will still blindly cite Reagan to justify everything they do. #GOPDebate",Negative
3412,#RandPaul Got the Least Talk Time of Any Debate Candidate #GOPDebate http://t.co/RAm2SItAa1,Neutral
3413,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
3414,"#GOPDebates Reps. so angry about the Iran Deal, fair enough, but please offer a solution instead of whining about an attempt at peace/talks",Negative
3415,"RT @FoxNews: .@GovernorPerry: If you elect me as president of the United States, I will secure the Southern border. #GOPDebate http://t.co/…",Neutral
3416,"RT @HeatherNauert: ""Not only will I support it but I sponsored it #KatesLaw ...(DC politicians) don't want to enforce immigration laws"" @Se…",Neutral
3417,Just tellin' it like it is. No wonder everyone is out to get him. #GOPDebate #TCOT https://t.co/40026Hgs07,Negative
3418,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,Neutral
3419,"Very impressed with both #GOPDebates last night. Not sure who to vote for yet, but do know it won't be #Hillary. Im neither democrat or GOP.",Neutral
3420,"""The Democrats can't even find one."" Marco Rubio #GOPDebates #Hillary2015 #BernieRocks",Negative
3421,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
3422,@ScottWalker obviously you're not running your own Twitter account either because you're at the live GOP debate! #GOPDebates,Negative
3423,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",Positive
3424,"RT @Writeintrump: To prove I'm a good sport, I'm giving all the losers of tonight's #GOPDebate The Apprentice board game to take home. http…",Positive
3425,The #GOPDebate is really just real life #hungergames interviews😂 #MegynKelly is Caesar Flickerman,Negative
3426,I forgot #ChrisChristie was running until I saw the #GOPDebate .... #Forgotten,Negative
3427,"REMINDER: Family is important to Republican 2016 candidates, just not gay families. http://t.co/Cs0UsasSQS #GOPDebate http://t.co/FmafDUbmfb",Negative
3428,Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
3429,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative
3430,"I just scrolled through the #GOPDebate 

Wow. Just Wow. #tvot",Neutral
3431,Protect the money. #GOPDebate http://t.co/7YWQGYDuKw,Negative
3432,RT @JesseCox: This just in: women have less rights then babies. #GOPDebate,Negative
3433,"Chris Christie tried to wrap himself in 9/11 (Giuliani-style) during the #GOPdebate. In doing so, he lied, twice. http://t.co/y6mUdmr66P",Negative
3434,RT @Mamadoxie: YES @rushlimbaugh. We're waiting on your take on the excellent performances by the #GOPDebate candidates and the HORRENDOUS …,Negative
3435,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw,Negative
3436,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
3437,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
3438,Definitely in need of a new tax system. #GOPDebates,Negative
3439,"RT @DykstraDame: The #GOPDebate was like a super crappy cage fight of blustering, bumbling, old wrinkled-up tuckus clinchers without the ca…",Negative
3440,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Neutral
3441,Chris Christie says that the country should get a 2nd job at Dairy Queen and use that money to pay off some of the national debt. #GOPDebate,Neutral
3442,RT @pattonoswalt: Are they going to ask Lenny Kravitz's penis ONE question? This is very disrespectful. #GOPDebate,Negative
3443,"RT @NatashaVianna: ""Can you not?"" - God to #GOPDebate",Neutral
3444,"RT @feministabulous: There's nothing like listening to ten dudes who will never need an abortion, talk about whether I should have a right …",Negative
3445,Huckabee: 'The Military Is Not A Social Experiment' http://t.co/vV2lxN2U6k Agreed! #GOPDebate,Positive
3446,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
3447,"RT @slackmistress: There's visual evidence of @DaisyJDog's thoughts on last night's debate, but I'm not posting a pic of dog crap at 8:16am…",Negative
3448,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…,Negative
3449,RT @keithboykin: One softball question on #BlackLivesMatter. One quick answer. Done in 30 seconds. Then commericial break. #GOPDebate,Negative
3450,"RT @megynkelly: .@ChrisStirewalt: Big moments were @RandPaul vs. @ChrisChristie, and @realDonaldTrump reaction to women question. #KellyFil…",Positive
3451,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",Negative
3452,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
3453,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Negative
3454,RT @UnSlutProject: Who won the #GOPDebate? Not women.,Negative
3455,"Disappointed with @FoxNews facilitators, concentration on one person (Trump) and overall feel of a reality show, not a #GOPDebate",Negative
3456,Fact checking the GOP candidates' statements in debate http://t.co/2maLAjpTly via @NewsHour impressed I caught half of these in #gopdebate,Neutral
3457,RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF,Neutral
3458,"They're the perfect post #GOPDebate hangover cure...
@frangeladuo, on the @SMShow...
#DoIt!",Neutral
3459,"The #GOPDebate staging evoked ""Seasons of Love"" from ""Rent,"" says @CharlesMcNulty. More: http://t.co/bCpJvfxccB",Negative
3460,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
3461,RT @jsn2007: What ever happened to the answers to how they were gonna take care of vets? #GOPDebates,Neutral
3462,RT @vying4equality: Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/HxHAHGlaYq #TrustHillary…,Negative
3463,RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile,Negative
3464,RT @tmservo433: Ben Carson: If I was trying to destroy the country I would divide the people. Now lets talk about my anti-lgbt pro war plan…,Negative
3465,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,Negative
3466,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates",Negative
3467,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
3468,RT @scottaxe: #GOPdebates @JohnKasich if you look at substance he needs to be in the discussion. He has been successful at every turn.,Positive
3469,"#GOPDebate Such flailing&amp;whining about ""political correctness"" as a way to avoid answering any substantive Q on war/immigration/misogyny...",Negative
3470,RT @ZeitgeistGhost: What i or any other sane person thinks of the of 1st #GOPDebate doesn't matter. It's the soulless pittiful assholes who…,Neutral
3471,Real talk. Trump won the debate of the out of touch candidates. #GOPDebate,Positive
3472,"Though not the clear winner from last night's #GOPDebate, @JohnKasich search on Google spiked in 24 hours. http://t.co/6smJVSAeHX",Positive
3473,RT @renomarky: Whats really disturbing is @megynkelly thinks that people like @DWStweets would treat her fairly if they had that audience! …,Negative
